Name,Total Paid Claims,Total Claim Dollars Paid
Hancock,0,$0.00
Ohio,0,$0.00
McLean,0,$0.00
Boyd,53,$1096658.98
Greenup,26,$294025.40
Graves,0,$0.00
Marshall,0,$0.00
Oldham,1,$3019.06
Jefferson,22,$164577.67
Bullitt,0,$0.00
Bourbon,7,$45637.69
Clark,9,$208083.89
Montgomery,6,$173946.38
Butler,0,$0.00
Grayson,0,$0.00
Casey,0,$0.00
Russell,0,$0.00
Marion,1,$3768.41
Nelson,0,$0.00
Pulaski,0,$0.00
Muhlenberg,0,$0.00
Lee,0,$0.00
Wolfe,0,$0.00
Powell,1,$7368.29
Owen,1,$715.82
Carroll,1,$11643.40
Woodford,2,$2647.40
Scott,0,$0.00
Hopkins,0,$0.00
Logan,0,$0.00
Gallatin,0,$0.00
Boone,0,$0.00
Garrard,0,$0.00
Boyle,0,$0.00
Washington,1,$3918.06
Trigg,0,$0.00
Perry,4,$13190.20
Clay,0,$0.00
Jackson,1,$9503.50
Menifee,0,$0.00
Rowan,37,$275736.21
Edmonson,0,$0.00
Caldwell,0,$0.00
Webster,0,$0.00
Adair,0,$0.00
Green,0,$0.00
Trimble,0,$0.00
Mercer,11,$203464.12
Jessamine,4,$33828.68
Hardin,2,$6761.98
Hart,0,$0.00
Shelby,0,$0.00
Monroe,0,$0.00
Allen,0,$0.00
Bracken,0,$0.00
Robertson,0,$0.00
Fleming,3,$9304.48
Pike,64,$881008.30
Knott,0,$0.00
Breathitt,0,$0.00
Floyd,9,$54220.45
Martin,4,$28982.19
Laurel,0,$0.00
McCreary,0,$0.00
Pendleton,0,$0.00
Spencer,1,$4971.61
Cumberland,0,$0.00
Clinton,0,$0.00
Wayne,0,$0.00
Barren,0,$0.00
Warren,2,$17105.09
Hickman,0,$0.00
Calloway,0,$0.00
Estill,0,$0.00
Owsley,0,$0.00
Breckinridge,3,$16465.51
Lawrence,1,$54900.00
Morgan,0,$0.00
Johnson,0,$0.00
Simpson,0,$0.00
Grant,0,$0.00
Kenton,2,$10208.51
Metcalfe,0,$0.00
Whitley,0,$0.00
Harrison,2,$1402.28
Anderson,1,$4483.65
Carlisle,0,$0.00
McCracken,2,$5064.13
Livingston,0,$0.00
Crittenden,0,$0.00
Lyon,0,$0.00
Madison,0,$0.00
Rockcastle,0,$0.00
Magoffin,0,$0.00
Leslie,1,$68888.40
Bell,44,$436579.83
Nicholas,2,$6835.32
Campbell,2,$37146.08
Lewis,0,$0.00
Fulton,0,$0.00
Henderson,0,$0.00
Daviess,1,$1571.00
Harlan,107,$1175864.03
Mason,1,$5610.00
Larue,0,$0.00
Lincoln,0,$0.00
Carter,53,$1184087.73
Christian,0,$0.00
Elliott,0,$0.00
Letcher,0,$0.00
Knox,2,$51274.66
Todd,0,$0.00
Union,1,$2236.68
Fayette,4,$100132.99
Meade,0,$0.00
Ballard,0,$0.00
Bath,4,$64604.73
Taylor,0,$0.00
Henry,0,$0.00
Franklin,4,$22941.01
