Name,Total Paid Claims,Total Claim Dollars Paid
Hancock,0,$0.00
Washington,0,$0.00
Knox,0,$0.00
Waldo,0,$0.00
Lincoln,0,$0.00
Penobscot,0,$0.00
York,134,$2375822.77
Cumberland,1,$3765.08
Somerset,0,$0.00
Piscataquis,0,$0.00
Sagadahoc,0,$0.00
Androscoggin,0,$0.00
Franklin,1,$18224.06
Aroostook,1,$6040.76
Kennebec,0,$0.00
Oxford,0,$0.00
