Name,Total Paid Claims,Total Claim Dollars Paid
Dukes,63,$1055986.89
Nantucket,147,$5398371.24
Barnstable,1083,$19931635.35
Worcester,3,$12962.55
Hampshire,3,$31256.13
Norfolk,262,$2806825.01
Bristol,383,$5215644.34
Plymouth,2926,$67371215.02
Hampden,1,$17000.00
Suffolk,681,$7617903.59
Essex,646,$15008801.24
Middlesex,22,$234740.40
Berkshire,1,$8008.68
Franklin,0,$0.00
