Name,Total Paid Claims,Total Claim Dollars Paid
Dukes,0,$0.00
Nantucket,3,$10219.51
Barnstable,6,$11315.27
Worcester,11,$241132.92
Hampshire,3,$4203.29
Norfolk,38,$229706.63
Bristol,20,$98521.16
Plymouth,256,$2160888.32
Hampden,1,$2186.98
Suffolk,61,$220538.31
Essex,144,$1299077.38
Middlesex,247,$2242591.11
Berkshire,2,$10775.62
Franklin,0,$0.00
