Name,Total Paid Claims,Total Claim Dollars Paid
Wayne,2,$21379.33
Reynolds,19,$1297462.28
Carter,27,$3745948.09
Newton,56,$1861380.78
Andrew,0,$0.00
Nodaway,1,$10000.00
Scotland,0,$0.00
Knox,0,$0.00
Jasper,16,$701164.10
Barton,0,$0.00
Worth,0,$0.00
Grundy,0,$0.00
Livingston,0,$0.00
Maries,13,$742463.75
Miller,0,$0.00
Gasconade,40,$1375583.71
Osage,17,$722083.88
Buchanan,0,$0.00
Platte,4,$68963.63
Stone,14,$777389.18
Lewis,0,$0.00
Marion,1,$3714.79
Lafayette,0,$0.00
Johnson,0,$0.00
Pike,6,$37180.92
Audrain,0,$0.00
Sullivan,0,$0.00
Mercer,0,$0.00
McDonald,53,$2868445.71
Barry,0,$0.00
Ralls,0,$0.00
Scott,5,$157237.40
New Madrid,0,$0.00
St. Francois,7,$363561.15
Jefferson,178,$7252643.98
Ste. Genevieve,2,$15637.69
Iron,1,$6396.32
Washington,0,$0.00
Perry,3,$43447.57
Lawrence,0,$0.00
Madison,2,$52937.11
Gentry,1,$20619.21
Montgomery,0,$0.00
Clark,0,$0.00
Macon,0,$0.00
Adair,0,$0.00
Cedar,0,$0.00
Polk,0,$0.00
Hickory,0,$0.00
Camden,3,$55521.41
St. Louis,180,$13459886.79
Douglas,0,$0.00
Howell,44,$2187845.72
Chariton,0,$0.00
Morgan,0,$0.00
Benton,0,$0.00
Oregon,0,$0.00
Linn,0,$0.00
Randolph,0,$0.00
Monroe,0,$0.00
Warren,2,$124436.44
Clay,25,$814229.10
Harrison,0,$0.00
Dallas,0,$0.00
Greene,6,$178373.51
Daviess,2,$20359.68
Saline,0,$0.00
Cooper,0,$0.00
Boone,2,$11843.96
Dent,0,$0.00
Bates,2,$54502.81
Henry,0,$0.00
Jackson,89,$5506267.37
Texas,0,$0.00
Pettis,0,$0.00
Dade,0,$0.00
Christian,7,$236368.17
Moniteau,0,$0.00
Shelby,0,$0.00
St. Clair,0,$0.00
Crawford,21,$1845686.28
Carroll,0,$0.00
Caldwell,0,$0.00
Clinton,0,$0.00
DeKalb,0,$0.00
Taney,56,$2531084.48
Webster,0,$0.00
Putnam,0,$0.00
Butler,62,$2244878.93
Cape Girardeau,4,$11520.38
Mississippi,0,$0.00
Lincoln,20,$173987.26
Schuyler,0,$0.00
Cass,48,$1555563.04
Dunklin,1,$7631.82
Ozark,4,$274588.29
Bollinger,2,$18472.24
St. Charles,51,$1084872.39
Franklin,146,$7502178.30
Ripley,54,$7860727.63
Ray,0,$0.00
Holt,0,$0.00
Vernon,1,$6641.43
Laclede,1,$24744.54
Pulaski,37,$2487998.39
Phelps,29,$2904223.09
Wright,1,$1615.07
Pemiscot,0,$0.00
Shannon,2,$15400.00
Atchison,0,$0.00
St. Louis,1,$33095.11
Stoddard,5,$119006.43
Callaway,1,$5909.03
Cole,9,$86602.80
Howard,0,$0.00
