Name,Total Paid Claims,Total Claim Dollars Paid
Wayne,55,$1918495.52
Reynolds,25,$475555.12
Carter,17,$495716.50
Newton,13,$326788.72
Andrew,17,$210573.34
Nodaway,0,$0.00
Scotland,0,$0.00
Knox,0,$0.00
Jasper,7,$119054.69
Barton,0,$0.00
Worth,0,$0.00
Grundy,0,$0.00
Livingston,1,$1000.00
Maries,19,$615401.42
Miller,2,$37645.28
Gasconade,19,$502115.31
Osage,15,$541592.18
Buchanan,3,$25459.51
Platte,5,$122786.32
Stone,18,$742801.78
Lewis,41,$2375698.28
Marion,33,$1339402.00
Lafayette,0,$0.00
Johnson,6,$149683.23
Pike,120,$2895826.74
Audrain,2,$30384.83
Sullivan,0,$0.00
Mercer,0,$0.00
McDonald,33,$1195871.12
Barry,7,$334247.48
Ralls,9,$152474.87
Scott,25,$217179.71
New Madrid,1,$1052.20
St. Francois,4,$247412.22
Jefferson,264,$6510419.59
Ste. Genevieve,1,$4094.31
Iron,2,$9041.16
Washington,0,$0.00
Perry,2,$28132.26
Lawrence,0,$0.00
Madison,2,$22279.25
Gentry,0,$0.00
Montgomery,2,$43552.10
Clark,17,$431090.37
Macon,0,$0.00
Adair,0,$0.00
Cedar,0,$0.00
Polk,0,$0.00
Hickory,0,$0.00
Camden,2,$32832.81
St. Louis,870,$40094528.50
Douglas,0,$0.00
Howell,1,$141369.09
Chariton,6,$263850.25
Morgan,0,$0.00
Benton,3,$46262.35
Oregon,2,$25263.30
Linn,6,$86013.99
Randolph,0,$0.00
Monroe,6,$145203.37
Warren,1,$2313.13
Clay,13,$150826.45
Harrison,1,$455.74
Dallas,0,$0.00
Greene,39,$685843.75
Daviess,0,$0.00
Saline,1,$4257.22
Cooper,0,$0.00
Boone,8,$990946.00
Dent,0,$0.00
Bates,2,$135482.18
Henry,0,$0.00
Jackson,17,$1536691.46
Texas,1,$423.21
Pettis,1,$8032.27
Dade,0,$0.00
Christian,13,$366770.51
Moniteau,2,$36985.66
Shelby,1,$62907.75
St. Clair,0,$0.00
Crawford,15,$689381.61
Carroll,3,$34016.16
Caldwell,0,$0.00
Clinton,1,$1000.00
DeKalb,0,$0.00
Taney,58,$1783405.18
Webster,4,$106555.58
Putnam,0,$0.00
Butler,138,$4361252.31
Cape Girardeau,40,$750791.01
Mississippi,3,$29349.24
Lincoln,275,$10077142.26
Schuyler,0,$0.00
Cass,21,$675696.30
Dunklin,3,$10906.73
Ozark,0,$0.00
Bollinger,28,$886199.91
St. Charles,398,$15058324.77
Franklin,175,$6115315.01
Ripley,42,$1376897.59
Ray,0,$0.00
Holt,19,$95939.05
Vernon,0,$0.00
Laclede,1,$83702.40
Pulaski,22,$986395.21
Phelps,41,$1778389.09
Wright,1,$20000.00
Pemiscot,1,$35482.50
Shannon,5,$45320.86
Atchison,9,$63265.39
St. Louis,18,$273566.20
Stoddard,21,$191439.09
Callaway,6,$62667.35
Cole,8,$130951.43
Howard,0,$0.00
