Name,Total Paid Claims,Total Claim Dollars Paid
Wayne,2,$31194.00
Reynolds,1,$9332.50
Carter,1,$13300.00
Newton,0,$0.00
Andrew,0,$0.00
Nodaway,0,$0.00
Scotland,0,$0.00
Knox,0,$0.00
Jasper,0,$0.00
Barton,0,$0.00
Worth,0,$0.00
Grundy,0,$0.00
Livingston,2,$41138.63
Maries,0,$0.00
Miller,0,$0.00
Gasconade,7,$26786.87
Osage,1,$945.00
Buchanan,7,$38771.05
Platte,38,$216742.05
Stone,0,$0.00
Lewis,0,$0.00
Marion,7,$10489.32
Lafayette,1,$2531.20
Johnson,0,$0.00
Pike,6,$9690.11
Audrain,4,$19833.01
Sullivan,1,$328.76
Mercer,0,$0.00
McDonald,0,$0.00
Barry,1,$864.17
Ralls,0,$0.00
Scott,18,$108431.84
New Madrid,0,$0.00
St. Francois,1,$1123.85
Jefferson,398,$5623218.47
Ste. Genevieve,163,$913472.46
Iron,1,$613.75
Washington,3,$24134.57
Perry,1,$12433.60
Lawrence,1,$24640.94
Madison,4,$7665.80
Gentry,0,$0.00
Montgomery,0,$0.00
Clark,0,$0.00
Macon,0,$0.00
Adair,2,$16132.48
Cedar,0,$0.00
Polk,0,$0.00
Hickory,0,$0.00
Camden,0,$0.00
St. Louis,1068,$12930160.33
Douglas,0,$0.00
Howell,1,$301.13
Chariton,0,$0.00
Morgan,0,$0.00
Benton,2,$6679.51
Oregon,4,$16235.54
Linn,0,$0.00
Randolph,0,$0.00
Monroe,0,$0.00
Warren,0,$0.00
Clay,188,$1748685.60
Harrison,0,$0.00
Dallas,0,$0.00
Greene,1,$470.35
Daviess,0,$0.00
Saline,0,$0.00
Cooper,0,$0.00
Boone,10,$148527.12
Dent,1,$11126.57
Bates,0,$0.00
Henry,0,$0.00
Jackson,399,$3610961.26
Texas,0,$0.00
Pettis,0,$0.00
Dade,0,$0.00
Christian,0,$0.00
Moniteau,0,$0.00
Shelby,0,$0.00
St. Clair,0,$0.00
Crawford,1,$12100.00
Carroll,9,$39371.70
Caldwell,0,$0.00
Clinton,0,$0.00
DeKalb,0,$0.00
Taney,2,$6555.94
Webster,0,$0.00
Putnam,0,$0.00
Butler,17,$61187.41
Cape Girardeau,124,$597807.82
Mississippi,0,$0.00
Lincoln,124,$861343.36
Schuyler,0,$0.00
Cass,14,$204939.27
Dunklin,2,$639.90
Ozark,0,$0.00
Bollinger,1,$16252.40
St. Charles,704,$3536216.67
Franklin,51,$727385.25
Ripley,2,$12341.56
Ray,0,$0.00
Holt,1,$5000.00
Vernon,0,$0.00
Laclede,0,$0.00
Pulaski,4,$56476.86
Phelps,0,$0.00
Wright,0,$0.00
Pemiscot,0,$0.00
Shannon,0,$0.00
Atchison,1,$822.80
St. Louis,44,$262228.51
Stoddard,1,$132.06
Callaway,11,$25696.76
Cole,4,$26460.88
Howard,0,$0.00
