Name,Total Paid Claims,Total Claim Dollars Paid
Wayne,11,$248521.86
Reynolds,1,$1230.64
Carter,7,$37131.30
Newton,19,$143608.78
Andrew,25,$1417203.71
Nodaway,0,$0.00
Scotland,0,$0.00
Knox,0,$0.00
Jasper,0,$0.00
Barton,0,$0.00
Worth,0,$0.00
Grundy,0,$0.00
Livingston,0,$0.00
Maries,6,$102970.13
Miller,0,$0.00
Gasconade,3,$45954.28
Osage,3,$31138.48
Buchanan,119,$9662079.95
Platte,30,$1691879.64
Stone,5,$109923.87
Lewis,14,$188943.27
Marion,1,$2379.07
Lafayette,1,$37000.00
Johnson,0,$0.00
Pike,19,$90704.54
Audrain,0,$0.00
Sullivan,0,$0.00
Mercer,0,$0.00
McDonald,52,$2226220.06
Barry,0,$0.00
Ralls,1,$3149.32
Scott,66,$1089499.32
New Madrid,34,$368777.18
St. Francois,5,$46068.17
Jefferson,10,$125484.93
Ste. Genevieve,0,$0.00
Iron,0,$0.00
Washington,0,$0.00
Perry,0,$0.00
Lawrence,0,$0.00
Madison,0,$0.00
Gentry,0,$0.00
Montgomery,2,$74575.75
Clark,4,$54825.48
Macon,0,$0.00
Adair,1,$3029.59
Cedar,0,$0.00
Polk,0,$0.00
Hickory,0,$0.00
Camden,0,$0.00
St. Louis,62,$2077071.82
Douglas,0,$0.00
Howell,3,$230241.35
Chariton,0,$0.00
Morgan,0,$0.00
Benton,0,$0.00
Oregon,1,$16843.55
Linn,0,$0.00
Randolph,0,$0.00
Monroe,0,$0.00
Warren,0,$0.00
Clay,2,$9141.73
Harrison,0,$0.00
Dallas,0,$0.00
Greene,2,$7168.24
Daviess,0,$0.00
Saline,0,$0.00
Cooper,0,$0.00
Boone,0,$0.00
Dent,0,$0.00
Bates,0,$0.00
Henry,0,$0.00
Jackson,4,$60932.53
Texas,0,$0.00
Pettis,0,$0.00
Dade,0,$0.00
Christian,2,$8554.31
Moniteau,0,$0.00
Shelby,0,$0.00
St. Clair,0,$0.00
Crawford,1,$2039.11
Carroll,7,$98421.58
Caldwell,0,$0.00
Clinton,1,$19827.81
DeKalb,1,$72400.00
Taney,105,$7477282.47
Webster,0,$0.00
Putnam,0,$0.00
Butler,104,$2421279.55
Cape Girardeau,32,$562523.36
Mississippi,96,$4049542.98
Lincoln,20,$101149.34
Schuyler,0,$0.00
Cass,1,$2829.15
Dunklin,5,$35212.38
Ozark,1,$60269.08
Bollinger,5,$49429.25
St. Charles,76,$3116161.59
Franklin,3,$58386.32
Ripley,33,$937971.88
Ray,1,$30465.88
Holt,275,$9576001.14
Vernon,0,$0.00
Laclede,1,$38540.27
Pulaski,2,$38391.84
Phelps,12,$193788.49
Wright,0,$0.00
Pemiscot,9,$110048.97
Shannon,2,$20023.30
Atchison,40,$2047009.33
St. Louis,4,$237967.99
Stoddard,40,$598171.40
Callaway,1,$1055.97
Cole,0,$0.00
Howard,1,$1848.83
